[22:01:23.725] [16032] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[22:01:23.726] [16032] [INFO ] [init:111]	JniNativeCallback init ok. 
[22:01:23.726] [16032] [INFO ] [init:136]	to init engine, user: test005, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:01:23.726] [16032] [WARN ] [init:158]	Cannot find the --Mpc.Data=xxxxx config item ! 
[22:01:23.726] [16032] [INFO ] [parseCircuits:365]	** preload circuit:  /home/lmars/gc/localmoran.gc 
[22:01:23.726] [16032] [INFO ] [init:172]	the --Mpc.Circuits=/home/lmars/gc/localmoran.gc is set ! 
[22:01:25.525] [16032] [INFO ] [resolveCiruit:326]	** circuit resolve => circuit: /home/lmars/gc/localmoran.gc , gates: 3230476, andGate: 900086, wires: 3237068, cost time: 1.798271 seconds, speed: 1796434.311150 (gc / second) ** 
[22:01:25.525] [16032] [INFO ] [CircuitFile:108]	circuit: /home/lmars/gc/localmoran.gc,  hash: 1AB21D8355CFA17F8E61194831E81A8F22BEC8C728FEFB747ED035EB5082AA2B 
[22:01:25.525] [16032] [INFO ] [init:188]	preload circuits ok ! 
[22:01:25.525] [16032] [INFO ] [init:212]	Not start node server ! use proxy forward ! 
[22:01:25.526] [16032] [INFO ] [MpcTaskDispatcher:39]	construct task dispatcher, with 8 processor, load balence is: 16384 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 0, type: 0 ok 
[22:01:25.526] [16173] [INFO ] [operator():54]	task processor: 0 is running... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 1, type: 0 ok 
[22:01:25.526] [16173] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:01:25.526] [16174] [INFO ] [operator():54]	task processor: 1 is running... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 2, type: 0 ok 
[22:01:25.526] [16175] [INFO ] [operator():54]	task processor: 2 is running... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 3, type: 0 ok 
[22:01:25.526] [16174] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:01:25.526] [16175] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:01:25.526] [16176] [INFO ] [operator():54]	task processor: 3 is running... 
[22:01:25.526] [16177] [INFO ] [operator():54]	task processor: 4 is running... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 4, type: 1 ok 
[22:01:25.526] [16176] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 5, type: 1 ok 
[22:01:25.526] [16178] [INFO ] [operator():54]	task processor: 5 is running... 
[22:01:25.526] [16177] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 6, type: 1 ok 
[22:01:25.526] [16179] [INFO ] [operator():54]	task processor: 6 is running... 
[14:01:25.526] [16178] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:01:25.526] [16180] [INFO ] [operator():54]	task processor: 7 is running... 
[22:01:25.527] [16179] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:01:25.526] [16032] [INFO ] [init:63]	INIT the processor: 7, type: 1 ok 
[22:01:25.527] [16180] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:01:25.527] [16032] [INFO ] [init:234]	INIT task dispatcher done ! 
[22:01:25.528] [16032] [INFO ] [init:64]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:01:25.542] [16187] [INFO ] [connected:34]	to get session... 
[22:01:25.542] [16187] [INFO ] [connected:38]	to get create busi node callback... 
[22:01:25.542] [16187] [INFO ] [connected:46]	to set node callback, public endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000, user: test005 ... 
[22:01:25.544] [16187] [WARN ] [connected:55]	the busi session create success. 
[22:01:26.037] [16032] [INFO ] [init:69]	waiting for node busi client inited ... timeout 1s.. 
[22:01:26.037] [16032] [INFO ] [init:74]	the busi node communicator is prepared !!!! 
[22:01:26.037] [16032] [INFO ] [init:86]	INIT busi node client success. user: test005, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:01:26.037] [16032] [INFO ] [init:244]	INIT busi node client done ! 
[22:01:26.037] [16032] [INFO ] [init:48]	input ready process init ok. 
[22:01:26.037] [16032] [INFO ] [init:253]	INIT input ready processor done ! 
[22:01:26.037] [16032] [INFO ] [init:48]	ready process init ok. max request queue size: 4 
[22:01:26.037] [16032] [INFO ] [init:263]	INIT ready processor done ! 
[22:01:26.037] [16032] [INFO ] [init:269]	Mpc engine init success. 
[22:01:26.037] [16239] [INFO ] [popCommitTask:127]	to POP a commit task, task size: 0  ... 
[22:01:26.038] [16032] [INFO ] [Java_com_juzix_jugo_node_jni_NativeInterface_setDataLogLevel:155]	init the log to level: 3, data log state: 0 
[22:03:58.306] [16185] [ERROR] [error:157]	got error busi back: fb9a4c69-b2d5-4b90-b7e4-c5b2350767af, code: 1007 
[22:03:58.306] [16185] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: fb9a4c69-b2d5-4b90-b7e4-c5b2350767af !  [THE user: test005] 
[22:03:58.307] [16185] [ERROR] [error:157]	got error busi back: a8767e9d-87e2-4457-ad09-82c1359f3c7a, code: 1007 
[22:03:58.307] [16185] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: a8767e9d-87e2-4457-ad09-82c1359f3c7a !  [THE user: test005] 
[22:03:58.333] [16185] [ERROR] [error:157]	got error busi back: b80cf794-5363-43b3-bf30-68c0abecc682, code: 1007 
[22:03:58.333] [16185] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: b80cf794-5363-43b3-bf30-68c0abecc682 !  [THE user: test005] 
[22:03:58.345] [26882] [ERROR] [error:157]	got error busi back: 8febf2bb-614e-4e04-8b57-38e602c7a2a9, code: 1007 
[22:03:58.345] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 8febf2bb-614e-4e04-8b57-38e602c7a2a9 !  [THE user: test005] 
[22:03:58.352] [26882] [ERROR] [error:157]	got error busi back: e8ba73c7-7bfb-498e-9e39-013a57932832, code: 1007 
[22:03:58.352] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: e8ba73c7-7bfb-498e-9e39-013a57932832 !  [THE user: test005] 
[22:03:58.354] [26882] [ERROR] [error:157]	got error busi back: a0d14dec-680b-41bb-9022-011f427a7eaa, code: 1007 
[22:03:58.354] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: a0d14dec-680b-41bb-9022-011f427a7eaa !  [THE user: test005] 
[22:03:58.355] [26882] [ERROR] [error:157]	got error busi back: 954c35e6-5c58-45ea-a150-390ff8b0f0fc, code: 1007 
[22:03:58.355] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 954c35e6-5c58-45ea-a150-390ff8b0f0fc !  [THE user: test005] 
[22:03:58.383] [26882] [ERROR] [error:157]	got error busi back: 3c70d5ac-3389-4177-9db1-84363c0e106b, code: 1007 
[22:03:58.383] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 3c70d5ac-3389-4177-9db1-84363c0e106b !  [THE user: test005] 
[22:03:58.392] [26882] [ERROR] [error:157]	got error busi back: bf39589f-839f-49d1-a2d9-a079547d5f56, code: 1007 
[22:03:58.392] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: bf39589f-839f-49d1-a2d9-a079547d5f56 !  [THE user: test005] 
[22:03:58.394] [26882] [ERROR] [error:157]	got error busi back: 8b9b3112-03e2-4fa4-9fd8-a6b300434329, code: 1007 
[22:03:58.394] [26882] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 8b9b3112-03e2-4fa4-9fd8-a6b300434329 !  [THE user: test005] 
[22:03:58.400] [26882] [ERROR] [error:157]	got error busi back: 0aaca994-5d32-443c-a312-a54e5ba0c191, code: 1007 
