[17:00:20.414] [7047 ] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[17:00:20.415] [7047 ] [INFO ] [init:111]	JniNativeCallback init ok. 
[17:00:20.415] [7047 ] [INFO ] [init:136]	to init engine, user: test001, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[17:00:20.415] [7047 ] [WARN ] [init:158]	Cannot find the --Mpc.Data=xxxxx config item ! 
[17:00:20.415] [7047 ] [INFO ] [parseCircuits:365]	** preload circuit:  /home/lmars/gc/moran103.gc 
[17:00:20.415] [7047 ] [INFO ] [init:172]	the --Mpc.Circuits=/home/lmars/gc/moran103.gc is set ! 
[17:00:21.926] [7047 ] [INFO ] [resolveCiruit:326]	** circuit resolve => circuit: /home/lmars/gc/moran103.gc , gates: 3192727, andGate: 891815, wires: 3199319, cost time: 1.511087 seconds, speed: 2112867.980506 (gc / second) ** 
[17:00:21.926] [7047 ] [INFO ] [CircuitFile:108]	circuit: /home/lmars/gc/moran103.gc,  hash: 1AB21D8355CFA17F8E61194831E81A8F22BEC8C728FEFB747ED035EB5082AA2B 
[17:00:21.926] [7047 ] [INFO ] [init:188]	preload circuits ok ! 
[17:00:21.926] [7047 ] [INFO ] [init:212]	Not start node server ! use proxy forward ! 
[17:00:21.927] [7047 ] [INFO ] [MpcTaskDispatcher:39]	construct task dispatcher, with 8 processor, load balence is: 16384 
[17:00:21.927] [7047 ] [INFO ] [init:63]	INIT the processor: 0, type: 0 ok 
[17:00:21.927] [7167 ] [INFO ] [operator():54]	task processor: 0 is running... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 1, type: 0 ok 
[17:00:21.928] [7168 ] [INFO ] [operator():54]	task processor: 1 is running... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 2, type: 0 ok 
[17:00:21.928] [7167 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[17:00:21.928] [7168 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 3, type: 0 ok 
[17:00:21.928] [7169 ] [INFO ] [operator():54]	task processor: 2 is running... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 4, type: 1 ok 
[17:00:21.928] [7171 ] [INFO ] [operator():54]	task processor: 4 is running... 
[17:00:21.928] [7170 ] [INFO ] [operator():54]	task processor: 3 is running... 
[17:00:21.928] [7169 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 5, type: 1 ok 
[17:00:21.928] [7172 ] [INFO ] [operator():54]	task processor: 5 is running... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 6, type: 1 ok 
[17:00:21.928] [7171 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[17:00:21.928] [7172 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[17:00:21.928] [7047 ] [INFO ] [init:63]	INIT the processor: 7, type: 1 ok 
[17:00:21.928] [7170 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[17:00:21.928] [7173 ] [INFO ] [operator():54]	task processor: 6 is running... 
[17:00:21.928] [7047 ] [INFO ] [init:234]	INIT task dispatcher done ! 
[17:00:21.928] [7173 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[17:00:21.928] [7174 ] [INFO ] [operator():54]	task processor: 7 is running... 
[17:00:21.928] [7174 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[17:00:21.929] [7047 ] [INFO ] [init:64]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[17:00:21.946] [7180 ] [INFO ] [connected:34]	to get session... 
[17:00:21.946] [7180 ] [INFO ] [connected:38]	to get create busi node callback... 
[17:00:21.946] [7180 ] [INFO ] [connected:46]	to set node callback, public endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000, user: test001 ... 
