[14:55:52.985] [24980] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[14:55:52.985] [24980] [INFO ] [init:111]	JniNativeCallback init ok. 
[14:55:52.985] [24980] [INFO ] [init:136]	to init engine, user: test002, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[14:55:52.985] [24980] [WARN ] [init:158]	Cannot find the --Mpc.Data=xxxxx config item ! 
[14:55:52.985] [24980] [INFO ] [parseCircuits:365]	** preload circuit:  /home/lmars/gc/moran103.gc 
[14:55:52.985] [24980] [INFO ] [init:172]	the --Mpc.Circuits=/home/lmars/gc/moran103.gc is set ! 
[14:55:54.188] [24980] [INFO ] [resolveCiruit:326]	** circuit resolve => circuit: /home/lmars/gc/moran103.gc , gates: 3192727, andGate: 891815, wires: 3199319, cost time: 1.202729 seconds, speed: 2654568.817353 (gc / second) ** 
[14:55:54.188] [24980] [INFO ] [CircuitFile:108]	circuit: /home/lmars/gc/moran103.gc,  hash: 1AB21D8355CFA17F8E61194831E81A8F22BEC8C728FEFB747ED035EB5082AA2B 
[14:55:54.188] [24980] [INFO ] [init:188]	preload circuits ok ! 
[14:55:54.188] [24980] [INFO ] [init:212]	Not start node server ! use proxy forward ! 
[14:55:54.189] [24980] [INFO ] [MpcTaskDispatcher:39]	construct task dispatcher, with 8 processor, load balence is: 16384 
[14:55:54.189] [24980] [INFO ] [init:63]	INIT the processor: 0, type: 0 ok 
[14:55:54.189] [25100] [INFO ] [operator():54]	task processor: 0 is running... 
[14:55:54.189] [24980] [INFO ] [init:63]	INIT the processor: 1, type: 0 ok 
[14:55:54.189] [25100] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 2, type: 0 ok 
[14:55:54.190] [25102] [INFO ] [operator():54]	task processor: 2 is running... 
[06:55:54.189] [25101] [INFO ] [operator():54]	task processor: 1 is running... 
[14:55:54.190] [25102] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 3, type: 0 ok 
[14:55:54.190] [25101] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 4, type: 1 ok 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 5, type: 1 ok 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 6, type: 1 ok 
[14:55:54.190] [24980] [INFO ] [init:63]	INIT the processor: 7, type: 1 ok 
[14:55:54.190] [24980] [INFO ] [init:234]	INIT task dispatcher done ! 
[14:55:54.190] [25104] [INFO ] [operator():54]	task processor: 4 is running... 
[14:55:54.190] [25104] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[14:55:54.190] [25107] [INFO ] [operator():54]	task processor: 7 is running... 
[14:55:54.190] [25107] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[14:55:54.191] [24980] [INFO ] [init:64]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[14:55:54.193] [25105] [INFO ] [operator():54]	task processor: 5 is running... 
[14:55:54.193] [25105] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[14:55:54.193] [25103] [INFO ] [operator():54]	task processor: 3 is running... 
[14:55:54.193] [25103] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[14:55:54.193] [25106] [INFO ] [operator():54]	task processor: 6 is running... 
[14:55:54.193] [25106] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[14:55:54.203] [25112] [INFO ] [connected:34]	to get session... 
[14:55:54.203] [25112] [INFO ] [connected:38]	to get create busi node callback... 
