[22:00:26.520] [2802 ] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[22:00:26.521] [2802 ] [INFO ] [init:111]	JniNativeCallback init ok. 
[22:00:26.521] [2802 ] [INFO ] [init:136]	to init engine, user: test002, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:00:26.521] [2802 ] [WARN ] [init:158]	Cannot find the --Mpc.Data=xxxxx config item ! 
[22:00:26.521] [2802 ] [WARN ] [init:178]	Cannot find the --Mpc.Circuits=xxxxx config item ! not preload circuits !! 
[22:00:26.521] [2802 ] [INFO ] [init:188]	preload circuits ok ! 
[22:00:26.521] [2802 ] [INFO ] [init:212]	Not start node server ! use proxy forward ! 
[22:00:26.522] [2802 ] [INFO ] [MpcTaskDispatcher:39]	construct task dispatcher, with 8 processor, load balence is: 16384 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 0, type: 0 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 1, type: 0 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 2, type: 0 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 3, type: 0 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 4, type: 1 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 5, type: 1 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 6, type: 1 ok 
[22:00:26.522] [2802 ] [INFO ] [init:63]	INIT the processor: 7, type: 1 ok 
[22:00:26.522] [2802 ] [INFO ] [init:234]	INIT task dispatcher done ! 
[22:00:26.523] [2802 ] [INFO ] [init:64]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:00:26.526] [2855 ] [INFO ] [operator():54]	task processor: 6 is running... 
[22:00:26.530] [2855 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:00:26.526] [2853 ] [INFO ] [operator():54]	task processor: 4 is running... 
[22:00:26.530] [2853 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:00:26.526] [2851 ] [INFO ] [operator():54]	task processor: 2 is running... 
[22:00:26.526] [2856 ] [INFO ] [operator():54]	task processor: 7 is running... 
[22:00:26.531] [2856 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:00:26.526] [2850 ] [INFO ] [operator():54]	task processor: 1 is running... 
[22:00:26.528] [2854 ] [INFO ] [operator():54]	task processor: 5 is running... 
[22:00:26.528] [2849 ] [INFO ] [operator():54]	task processor: 0 is running... 
[22:00:26.531] [2849 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:00:26.529] [2852 ] [INFO ] [operator():54]	task processor: 3 is running... 
[22:00:26.530] [2851 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:00:26.531] [2850 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:00:26.531] [2854 ] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[22:00:26.535] [2852 ] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[22:00:26.544] [2862 ] [INFO ] [connected:34]	to get session... 
[22:00:26.545] [2862 ] [INFO ] [connected:38]	to get create busi node callback... 
[22:00:26.545] [2862 ] [INFO ] [connected:46]	to set node callback, public endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000, user: test002 ... 
[22:00:26.547] [2862 ] [WARN ] [connected:55]	the busi session create success. 
[22:00:27.036] [2802 ] [INFO ] [init:69]	waiting for node busi client inited ... timeout 1s.. 
[22:00:27.036] [2802 ] [INFO ] [init:74]	the busi node communicator is prepared !!!! 
[22:00:27.036] [2802 ] [INFO ] [init:86]	INIT busi node client success. user: test002, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[22:00:27.036] [2802 ] [INFO ] [init:244]	INIT busi node client done ! 
[22:00:27.036] [2802 ] [INFO ] [init:48]	input ready process init ok. 
[22:00:27.036] [2802 ] [INFO ] [init:253]	INIT input ready processor done ! 
[22:00:27.036] [2802 ] [INFO ] [init:48]	ready process init ok. max request queue size: 4 
[22:00:27.036] [2802 ] [INFO ] [init:263]	INIT ready processor done ! 
[22:00:27.036] [2925 ] [INFO ] [popCommitTask:127]	to POP a commit task, task size: 0  ... 
[22:00:27.036] [2802 ] [INFO ] [init:269]	Mpc engine init success. 
[22:00:27.037] [2802 ] [INFO ] [Java_com_juzix_jugo_node_jni_NativeInterface_setDataLogLevel:155]	init the log to level: 3, data log state: 0 
[22:00:27.040] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.088] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.092] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.097] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.101] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.106] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.110] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.114] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.117] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.121] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.124] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.127] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.130] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.133] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.136] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.142] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.146] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.150] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.154] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.157] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.160] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.167] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.171] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.181] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.186] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.189] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.192] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.196] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.199] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.202] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.206] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.210] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.235] [2860 ] [WARN ] [MpcMemPool:42]	the mempool construction, size: 134217728, mem: 0x7fa5fe377010 
[22:00:27.235] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.239] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.243] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.247] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.250] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.253] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.259] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.264] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.268] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.275] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.279] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.282] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.286] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.290] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.294] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.297] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.300] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:00:27.303] [2802 ] [ERROR] [Java_com_juzix_jugo_node_jni_NativeInterface_startTask:135]	commit a invite task to engine ok ! 
[22:03:58.258] [2861 ] [ERROR] [error:157]	got error busi back: c9a49ebb-7688-4028-b9f6-db0b98b677b6, code: 1007 
[22:03:58.258] [2861 ] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: c9a49ebb-7688-4028-b9f6-db0b98b677b6 !  [THE user: test002] 
[22:03:58.263] [20102] [ERROR] [error:157]	got error busi back: bca1e3d5-54a2-47c1-9e64-6aa5467214f9, code: 1007 
[22:03:58.263] [20102] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: bca1e3d5-54a2-47c1-9e64-6aa5467214f9 !  [THE user: test002] 
[22:03:58.266] [2861 ] [ERROR] [error:157]	got error busi back: 637115ed-c347-4636-9935-65d36acfab7d, code: 1007 
[22:03:58.266] [2861 ] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 637115ed-c347-4636-9935-65d36acfab7d !  [THE user: test002] 
[22:03:58.269] [20102] [ERROR] [error:157]	got error busi back: 705b4d67-011a-4ba3-9f71-56173d19e13d, code: 1007 
[22:03:58.269] [20102] [WARN ] [error:167]	busi err back, erase task failed, cannot find cache task: 705b4d67-011a-4ba3-9f71-56173d19e13d !  [THE user: test002] 
[22:03:58.272] [2861 ] [ERROR] [error:157]	got error busi back: b38b78b6-8bad-4ec4-ba84-90a0fbdfc8f6, code: 1007 
