[20:54:31.901] [18568] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[20:54:31.901] [18568] [INFO ] [init:111]	JniNativeCallback init ok. 
[20:54:31.901] [18568] [INFO ] [init:136]	to init engine, user: test006, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[20:54:31.902] [18568] [WARN ] [init:158]	Cannot find the --Mpc.Data=xxxxx config item ! 
[20:54:31.902] [18568] [INFO ] [parseCircuits:365]	** preload circuit:  /home/lmars/gc/localmoran.gc 
[20:54:31.902] [18568] [INFO ] [init:172]	the --Mpc.Circuits=/home/lmars/gc/localmoran.gc is set ! 
[20:54:33.273] [18568] [INFO ] [resolveCiruit:326]	** circuit resolve => circuit: /home/lmars/gc/localmoran.gc , gates: 3230476, andGate: 900086, wires: 3237068, cost time: 1.371148 seconds, speed: 2356037.240517 (gc / second) ** 
[20:54:33.273] [18568] [INFO ] [CircuitFile:108]	circuit: /home/lmars/gc/localmoran.gc,  hash: 1AB21D8355CFA17F8E61194831E81A8F22BEC8C728FEFB747ED035EB5082AA2B 
[20:54:33.273] [18568] [INFO ] [init:188]	preload circuits ok ! 
[20:54:33.273] [18568] [INFO ] [init:212]	Not start node server ! use proxy forward ! 
[20:54:33.273] [18568] [INFO ] [MpcTaskDispatcher:39]	construct task dispatcher, with 8 processor, load balence is: 16384 
[20:54:33.273] [18568] [INFO ] [init:63]	INIT the processor: 0, type: 0 ok 
[20:54:33.274] [18693] [INFO ] [operator():54]	task processor: 0 is running... 
[20:54:33.274] [18693] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 1, type: 0 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 2, type: 0 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 3, type: 0 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 4, type: 1 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 5, type: 1 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 6, type: 1 ok 
[20:54:33.274] [18568] [INFO ] [init:63]	INIT the processor: 7, type: 1 ok 
[20:54:33.274] [18568] [INFO ] [init:234]	INIT task dispatcher done ! 
[20:54:33.275] [18568] [INFO ] [init:64]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[20:54:33.276] [18699] [INFO ] [operator():54]	task processor: 6 is running... 
[20:54:33.276] [18699] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[20:54:33.276] [18696] [INFO ] [operator():54]	task processor: 3 is running... 
[20:54:33.276] [18696] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[20:54:33.279] [18698] [INFO ] [operator():54]	task processor: 5 is running... 
[20:54:33.279] [18698] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[20:54:33.276] [18700] [INFO ] [operator():54]	task processor: 7 is running... 
[20:54:33.281] [18700] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[20:54:33.276] [18697] [INFO ] [operator():54]	task processor: 4 is running... 
[20:54:33.281] [18697] [INFO ] [popInviteeReadyTask:208]	to POP a ready task from ready invitee queue to processor, now read_num: 0 ... 
[20:54:33.276] [18695] [INFO ] [operator():54]	task processor: 2 is running... 
[20:54:33.283] [18695] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[20:54:33.284] [18694] [INFO ] [operator():54]	task processor: 1 is running... 
[20:54:33.284] [18694] [INFO ] [popInvitorReadyTask:270]	to POP a ready task from ready invitor queue to processor, now read_num: 0 ... 
[20:54:33.288] [18705] [INFO ] [connected:34]	to get session... 
[20:54:33.288] [18705] [INFO ] [connected:38]	to get create busi node callback... 
[20:54:33.288] [18705] [INFO ] [connected:46]	to set node callback, public endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000, user: test006 ... 
[20:54:33.291] [18705] [WARN ] [connected:55]	the busi session create success. 
[20:54:33.783] [18568] [INFO ] [init:69]	waiting for node busi client inited ... timeout 1s.. 
